timestep,frequency,period,aIndex,aName,x,y,z,scalar,i,j,k,dXB,dYB,dZB,dRoll,dPitch,dYaw
15,9.936824947820051,1.0,9,move_right,0.0397795662284,-0.0689000710845,-1.01632761955,0.253203690052,0.0536229796708,-0.200123265386,-0.944967329502,0.369154185057,-0.639392316341,0.325273633003,-0.277379482985,-3.03478600472e-07,-2.20827384156e-11
16,9.933506695276124,1.0,9,move_right,0.0870915278792,-0.15084657073,-0.977097034454,0.254318028688,0.0480611026287,-0.179366022348,-0.949126064777,0.557821631432,-0.966173052788,0.428720265627,-0.554862260818,-8.09363996268e-07,-4.76527883819e-09
17,9.936165827657684,1.0,9,move_right,0.153210654855,-0.265368044376,-0.931971728802,0.25553008914,0.0411340110004,-0.15351383388,-0.953648746014,0.735920667648,-1.27464878559,0.44326967001,-0.541612863541,-1.62079481925e-06,-8.12645861714e-09
18,9.869600820759956,1.0,9,move_right,0.233864918351,-0.405064940453,-0.890073955059,0.256474047899,0.0347662679851,-0.129749089479,-0.957171618938,0.889904439449,-1.54135596752,0.396293878555,-0.48952665925,6.75717103604e-07,-9.8114201208e-09
19,9.893859835350176,1.0,9,move_right,0.331746280193,-0.574599921703,-0.853715240955,0.257210582495,0.0288158729672,-0.107541866601,-0.959920346737,1.02528965473,-1.77584910393,0.31340187788,-0.435819774866,4.09183314787e-07,-6.1087552794e-09
20,9.937013283928271,2.0,9,move_right,0.438806802034,-0.760033488274,-0.82730448246,0.257730215788,0.023722473532,-0.0885331630707,-0.961859822273,1.13389635086,-1.96396064758,0.219893008471,-0.381588816643,2.09300793585e-07,-9.27289089958e-09
21,9.885045768639761,2.0,9,move_right,0.55923551321,-0.968621611595,-0.809831976891,0.258112847805,0.019116031006,-0.0713417157531,-0.96328753233,1.22395193577,-2.11994099617,0.12411763519,-0.328621953726,-4.02024284085e-07,-4.57083393357e-09
22,9.891783151226713,2.0,9,move_right,0.68782800436,-1.1913497448,-0.801679253578,0.258373826742,0.0151864271611,-0.0566762387753,-0.96426153183,1.29446089268,-2.24206566811,0.0382740534842,-0.278125971556,3.93010225253e-07,2.44333642208e-09
23,9.878038383548159,2.0,9,move_right,0.81870007515,-1.41802632809,-0.801444232464,0.258542299271,0.0119719495997,-0.0446796007454,-0.964891910553,1.34706294537,-2.33317494392,-0.0306971091777,-0.230672448874,1.09391066871e-07,3.22444093648e-09
24,9.888797987490186,2.0,9,move_right,0.958285331726,-1.65979456902,-0.807502925396,0.258654087782,0.00923844520003,-0.0344785638154,-0.965310335159,1.38787841797,-2.40386986732,-0.0850710868835,-0.187170684338,-2.37572453443e-06,-7.91443000026e-09
25,9.901357147747097,2.0,5,hover,1.10022497177,-1.90564084053,-0.822491049767,0.258144140244,-0.0186804942787,0.0697158128023,-0.96340662241,1.36933505535,-2.37175273895,-0.331815242767,-2.7823035717,-1.61022308021e-06,-7.64117231711e-08
26,9.926125068630606,2.0,7,move_left,1.23089230061,-2.13196349144,-0.88505756855,0.25477167964,-0.0455936491489,0.170157149434,-0.9508202672,1.16878914833,-2.02439904213,-0.861178517342,-1.45495557785,5.74413604681e-07,-7.01214304399e-08
27,9.895680567745345,2.0,7,move_left,1.33453309536,-2.31147456169,-0.980536699295,0.252031564713,-0.0588856525719,0.2197637707,-0.940593719482,0.927338480949,-1.6061950922,-1.00267326832,-0.744467079639,5.08639743657e-07,-5.22749843412e-08
28,9.932753925213726,2.0,7,move_left,1.41742682457,-2.45505023003,-1.07662594318,0.250306963921,-0.0658317804337,0.245687037706,-0.934157669544,0.702029883862,-1.21595025063,-0.847511053085,-0.378771156073,6.55685937545e-07,-4.51352768494e-08
29,9.890616857162396,2.0,7,move_left,1.47679209709,-2.5578751564,-1.14740097523,0.249380066991,-0.0692604333162,0.258482843637,-0.930698275566,0.498461127281,-0.86335927248,-0.57108438015,-0.195881783962,2.30806062973e-06,-4.14952516792e-08
30,9.91155862968573,3.0,7,move_left,1.51703977585,-2.62758588791,-1.1893671751,0.248871579766,-0.0710660144687,0.265221357346,-0.928800463676,0.290070831776,-0.502417445183,-0.250322848558,-0.0992526933551,2.13627163248e-06,-3.9478322833e-08
31,9.934683126948185,3.0,7,move_left,1.53573226929,-2.65996217728,-1.19871628284,0.248899012804,-0.0709699988365,0.26486313343,-0.928902685642,0.0751951038837,-0.130242452025,0.0638349801302,0.371935337782,2.11404017136e-06,-3.66440815469e-08
32,9.911956819707154,3.0,7,move_left,1.53285562992,-2.65497994423,-1.17864048481,0.250725060701,-0.0642214119434,0.239677205682,-0.935717582703,-0.132369175553,0.229268670082,0.330433636904,0.680800080299,2.75687807516e-06,-4.59802329544e-08
33,9.904022479604246,3.0,7,move_left,1.50865781307,-2.61306881905,-1.13493335247,0.252728074789,-0.0558203682303,0.208324104548,-0.943193376064,-0.341203838587,0.590980470181,0.507702589035,0.662075817585,9.63570414569e-07,-5.22083496435e-08
34,9.935459724508771,3.0,7,move_left,1.46518576145,-2.53777241707,-1.08054828644,0.254289716482,-0.0482093505561,0.179919615388,-0.949021339417,-0.534910619259,0.92649012804,0.576208770275,0.597078919411,1.16053502097e-06,-5.81147432399e-08
