timestep,frequency,period,aIndex,aName,x,y,z,scalar,i,j,k,dXB,dYB,dZB,dRoll,dPitch,dYaw
231,9.89036030937559,23.0,6,yaw_cw,15.2895679474,6.51685667038,-1.18966114521,0.977731645107,0.139052599669,-0.0275373458862,0.154747918248,-0.0252336803824,-0.87656390667,-0.161427110434,-0.665405988693,0.234876811504,0.929206848145
232,9.892879718471974,23.0,6,yaw_cw,15.2874698639,6.44039773941,-1.19579446316,0.973397016525,0.106107272208,-0.0264357905835,0.20134717226,-0.0172777734697,-0.673319041729,0.0221999175847,-0.546612381935,0.262515097857,0.968483805656
233,9.89766546238853,23.0,6,yaw_cw,15.286072731,6.38091230392,-1.18760418892,0.96465086937,0.0782187953591,-0.023596810177,0.250546902418,-0.0103926993906,-0.499372988939,0.126069128513,-0.410297870636,0.254823833704,0.995505511761
234,9.907929548718725,23.0,6,yaw_cw,15.2852878571,6.33725500107,-1.17209267616,0.952007949352,0.0566282048821,-0.0200692713261,0.300119131804,-0.00529782194644,-0.362648546696,0.170454666018,-0.292258381844,0.227115571499,1.01327157021
235,9.92969696969697,23.0,6,yaw_cw,15.2849388123,6.30657672882,-1.1545368433,0.936436057091,0.0408549085259,-0.0165979061276,0.34805598855,-0.00198043812998,-0.261963158846,0.180293872952,-0.202855050564,0.192858472466,1.0246219635
236,9.935859837304388,23.0,6,yaw_cw,15.2848539352,6.28397512436,-1.1364274025,0.917320549488,0.0288576427847,-0.0133007522672,0.396879374981,0.000107674728497,-0.185250967741,0.172814294696,-0.13485302031,0.156999409199,1.03231990337
237,9.935883374354772,23.0,6,yaw_cw,15.2849254608,6.26845693588,-1.12001860142,0.896008372307,0.0203871428967,-0.0105103673413,0.443444490433,0.00121653324459,-0.131175667048,0.157955050468,-0.0878704413772,0.125039830804,1.03724217415
238,9.893976528867135,23.0,5,hover,15.2850780487,6.25723361969,-1.10480666161,0.87534224987,0.0141847357154,-0.00796736869961,0.483230054379,0.001722242916,-0.0912033766508,0.140181079507,-0.0555524677038,0.0959060788155,0.715445280075
239,9.899954917636174,23.0,5,hover,15.2852687836,6.24945545197,-1.09141266346,0.860484421253,0.00987677183002,-0.00580060807988,0.509348034859,0.0017974030925,-0.0629555732012,0.12261351198,-0.036365840584,0.0708872079849,0.478832602501
240,9.928921272722539,24.0,5,hover,15.2854394913,6.24423360825,-1.08006465435,0.850348830223,0.00694138789549,-0.00415945844725,0.526157200336,0.00163895532023,-0.0436477996409,0.106914252043,-0.0247648749501,0.0517551489174,0.324274539948
241,9.932589271970768,24.0,5,hover,15.2855949402,6.24053478241,-1.06990683079,0.843117833138,0.00481092510745,-0.00290129799396,0.537699580193,0.00137395970523,-0.0297338962555,0.0925937592983,-0.0169959664345,0.0368724502623,0.21702376008
242,9.936636618850759,24.0,5,hover,15.2857189178,6.23808240891,-1.06135559082,0.838307917118,0.00335555011407,-0.00201928243041,0.545183062553,0.00109793711454,-0.0203581918031,0.0804405659437,-0.0119200292975,0.026236275211,0.146969512105
243,9.922391421089113,24.0,5,hover,15.2858161926,6.23636674881,-1.05371713638,0.834929764271,0.00230235350318,-0.00137558637653,0.55034995079,0.000837442523334,-0.0136922057718,0.0696107447147,-0.00830622203648,0.0182982981205,0.0983591228724
244,9.891689837579566,24.0,5,hover,15.2858848572,6.2352437973,-1.04728353024,0.832704782486,0.00158793863375,-0.00093968299916,0.553714156151,0.000624909473117,-0.00925964768976,0.0605845935643,-0.00584826944396,0.0127908866853,0.0666084960103
245,9.91200366769545,24.0,5,hover,15.285943985,6.23446846008,-1.04152131081,0.831153154373,0.00107600574847,-0.000629678310361,0.556042253971,0.000450819905382,-0.00614889618009,0.0526150763035,-0.00406002439559,0.00877490546554,0.0445772409439
246,9.936613078231535,24.0,5,hover,15.2859764099,6.2339553833,-1.03651094437,0.83011084795,0.000724213023204,-0.000418961368268,0.55759781599,0.000318370613968,-0.00405661808327,0.0458006598055,-0.00280321436003,0.00597460614517,0.029832907021
247,9.932683358869737,24.0,5,hover,15.2860078812,6.23362588882,-1.03226459026,0.829428493977,0.000489909318276,-0.000280331994873,0.558612644672,0.00022313799127,-0.0026921229437,0.0401252135634,-0.00194451678544,0.00408587651327,0.0202025789768
248,9.930167148065722,24.0,5,hover,15.2860364914,6.23340272903,-1.02843475342,0.828954219818,0.000325259694364,-0.000184141201316,0.559316217899,0.00015217778855,-0.00175283884164,0.0350975953043,-0.0013244835427,0.00274322903715,0.0135203292593
249,9.891153318272075,24.0,5,hover,15.2860364914,6.2332611084,-1.02517318726,0.828644275665,0.000217086388147,-0.000121731332911,0.559775531292,0.000103402489913,-0.00114813831169,0.0308930631727,-0.000905773544218,0.00185141153634,0.00915582478046
250,9.931295757839804,25.0,5,hover,15.2860364914,6.2331662178,-1.02221763134,0.828428864479,0.000142111763125,-7.89840923971e-05,0.560094296932,6.84257684043e-05,-0.000737249734811,0.0271511841565,-0.000607571331784,0.00122635217849,0.00612740172073
251,9.873062428352513,25.0,5,hover,15.2860364914,6.23310661316,-1.01961731911,0.828284680843,9.23495463212e-05,-5.09286910528e-05,0.560307562351,4.46165831818e-05,-0.000469883263577,0.023917555809,-0.000404525082558,0.000806850497611,0.00410067290068
252,9.903461237866543,25.0,8,move_forward,15.2867822647,6.23492145538,-1.01616203785,0.823827564716,0.0574562512338,-0.0849220380187,0.557490170002,0.0290060453117,0.0719688311219,0.0329331234097,-0.00124217604753,-2.5915043354,0.00279092160054
253,9.925866675501641,25.0,8,move_forward,15.2947463989,6.25475406647,-1.01001501083,0.812475681305,0.108423173428,-0.160255432129,0.549950897694,0.136186644435,0.339535415173,0.109397932887,0.000466098601464,-1.21234059334,0.00186731410213
254,9.925561319147326,25.0,8,move_forward,15.3155641556,6.30669164658,-0.990592241287,0.809637010098,0.117617875338,-0.173787429929,0.548134863377,0.273637682199,0.682865679264,0.273491621017,0.000906108587515,0.209462359548,0.00125140754972
255,9.92426963474047,25.0,8,move_forward,15.3494167328,6.39119052887,-0.957162082195,0.813214182854,0.105618797243,-0.155997231603,0.550628900528,0.40976986289,1.0231372118,0.386867493391,0.000857418985106,0.565910339355,0.000844034017064
256,9.929109309344854,25.0,8,move_forward,15.3980884552,6.51275014877,-0.915740609169,0.817218184471,0.0902743190527,-0.133277773857,0.553391516209,0.542639553547,1.35548591614,0.411939710379,0.00057132076472,0.566769838333,0.000561575987376
257,9.916784489892422,25.0,8,move_forward,15.4576358795,6.66152334213,-0.876584649086,0.820315063,0.0762535184622,-0.112533606589,0.555522024632,0.657693207264,1.64345800877,0.372008174658,0.000377771473723,0.51250910759,0.000378278753487
258,9.919575433210905,25.0,8,move_forward,15.5300378799,6.84247016907,-0.842430114746,0.822726666927,0.063168592751,-0.0931880474091,0.557177424431,0.758931100368,1.89699876308,0.294247686863,0.000191857427126,0.45333480835,0.000252074038144
259,9.861548625854947,25.0,8,move_forward,15.6118507385,7.04699659348,-0.817125916481,0.824470758438,0.0516467243433,-0.0761638134718,0.558372318745,0.84238922596,2.10612654686,0.201487660408,5.40520086361e-05,0.393053799868,0.000168247584952
260,9.922227111218353,26.0,8,move_forward,15.6985960007,7.2638964653,-0.801715016365,0.825672149658,0.0418788343668,-0.0617400407791,0.559195756912,0.90757638216,2.26955103874,0.111187554896,-3.45852859027e-05,0.338608264923,0.000113880560093
261,9.933318492063869,26.0,8,move_forward,15.7939758301,7.50242757797,-0.794786930084,0.826525986195,0.033213544637,-0.0489507317543,0.55978167057,0.960344493389,2.40190148354,0.0270917322487,-8.75282057677e-05,0.285643696785,7.63294738135e-05
262,9.925044605038359,26.0,8,move_forward,15.8910856247,7.74532318115,-0.795594274998,0.82707542181,0.0261578094214,-0.0385409109294,0.56015765667,0.999699115753,2.50065279007,-0.040572591126,-0.000109421205707,0.236667633057,5.18678243679e-05
263,9.903063730119754,26.0,8,move_forward,15.9946880341,8.00449180603,-0.802601933479,0.827439546585,0.0201509855688,-0.0296827461571,0.560407578945,1.03022813797,2.57729315758,-0.0938220620155,-0.000130851243739,0.191558346152,3.49082656612e-05
264,9.930002580571845,26.0,8,move_forward,16.1009788513,8.2704000473,-0.814180791378,0.827663123608,0.0153374318033,-0.0225868653506,0.560560822487,1.0526599884,2.63363099098,-0.130413323641,-0.000126582512166,0.151038318872,2.3522601623e-05
265,9.921804625108814,26.0,8,move_forward,16.2060165405,8.53319835663,-0.828250586987,0.827793121338,0.0116635952145,-0.0171732380986,0.56064927578,1.06842505932,2.67324304581,-0.151566848159,-0.000119115509733,0.117348223925,1.60539948411e-05
266,9.912214489123114,26.0,8,move_forward,16.3156204224,8.80743598938,-0.844289839268,0.827870905399,0.00875585060567,-0.0128905009478,0.560702264309,1.07997512817,2.70227909088,-0.161027818918,-0.000110352964839,0.0883379802108,1.08354715849e-05
267,9.905542828802872,26.0,8,move_forward,16.4229488373,9.07599639893,-0.860290408134,0.827913463116,0.00664525525644,-0.00978316739202,0.560731232166,1.08780097961,2.72195959091,-0.160883158445,-9.27183791646e-05,0.0654148757458,7.40329051041e-06
268,9.917933511625652,26.0,5,hover,16.5332756042,9.35207176208,-0.881048679352,0.824481368065,-0.0514161139727,0.075936473906,0.558408975601,1.05477905273,2.63941287994,-0.380596578121,-6.93383190082e-05,2.60182404518,6.24317090114e-06
269,9.934400757934629,26.0,7,move_left,16.6370353699,9.60370063782,-0.935226023197,0.800913631916,-0.19075101614,0.0987442582846,0.55892854929,1.01201558113,2.21499991417,-0.718963563442,-2.59126782417,1.30882930756,0.0292930919677
270,9.874108357777475,27.0,7,move_left,16.7439937592,9.79201793671,-1.01807677746,0.777108192444,-0.274433463812,0.0722588077188,0.561754345894,1.16498601437,1.6186375618,-0.850341379642,-1.16195607185,-0.0202545952052,0.0283648557961
271,9.931436852100036,27.0,7,move_left,16.8718509674,9.93620967865,-1.08818495274,0.771487534046,-0.276380985975,0.0385837182403,0.571779549122,1.33687865734,1.24209976196,-0.477784276009,0.0959398970008,-0.713488936424,0.017737954855
272,9.916057695262907,27.0,7,move_left,17.016620636,10.0481443405,-1.11392617226,0.77619934082,-0.241332009435,0.0176113881171,0.582205653191,1.50476443768,0.955801963806,-0.0422516204417,0.45604878664,-0.743069469929,0.0138221187517
273,9.921898507801632,27.0,7,move_left,17.1745700836,10.1291255951,-1.10267210007,0.781311750412,-0.20455442369,0.00614811945707,0.589636921883,1.6893144846,0.679773449898,0.242723599076,0.489515155554,-0.59330701828,0.0117039633915
274,9.93567154491574,27.0,7,move_left,17.3570976257,10.1842222214,-1.06966984272,0.785501301289,-0.170644894242,-4.99864290759e-06,0.594868183136,1.88958668709,0.403606802225,0.381777048111,0.461979836226,-0.463716596365,0.00971025507897
275,9.92394089602385,27.0,7,move_left,17.5534763336,10.2119188309,-1.02982008457,0.78851890564,-0.142121553421,-0.00293977744877,0.59835678339,2.07510399818,0.161032229662,0.409999072552,0.414099633694,-0.372551888227,0.0079104853794
276,9.898903505666558,27.0,7,move_left,17.774023056,10.2170801163,-0.989471673965,0.790778279305,-0.116612710059,-0.00430304557085,0.600876629353,2.24521327019,-0.0535133555532,0.373531967402,0.367775470018,-0.304829120636,0.00629539508373
277,9.931742570084275,27.0,7,move_left,18.0106143951,10.2022838593,-0.954784035683,0.792362928391,-0.0947115495801,-0.004778156057,0.602634131908,2.38924121857,-0.230460748076,0.303495049477,0.321618467569,-0.251266121864,0.00493613863364
278,9.89010377489737,27.0,7,move_left,18.2530231476,10.1723766327,-0.92865139246,0.793426394463,-0.0764530077577,-0.00477025005966,0.60382682085,2.50380396843,-0.368503302336,0.224127307534,0.276428371668,-0.208998978138,0.00385499466211
279,9.91988042136333,27.0,7,move_left,18.5134029388,10.1288518906,-0.90994566679,0.79415923357,-0.0604692660272,-0.00452182767913,0.604676902294,2.59786510468,-0.480133146048,0.143972724676,0.234042033553,-0.171709626913,0.00295401341282
280,9.895096926702793,28.0,7,move_left,18.7742576599,10.0770120621,-0.899191737175,0.794615328312,-0.0475530661643,-0.00418239785358,0.605233609676,2.66890072823,-0.563390314579,0.0753488391638,0.194880470634,-0.139849677682,0.00225150235929
281,9.911792855235452,28.0,7,move_left,19.0494670868,10.0160856247,-0.894572257996,0.79490596056,-0.0366197377443,-0.00379785802215,0.605614721775,2.72467708588,-0.628080785275,0.0177049934864,0.158269807696,-0.111656472087,0.0016790649388
282,9.934706658423874,28.0,5,hover,19.3268356323,9.95007133484,-0.899823784828,0.793899953365,0.0547768510878,0.059893976897,0.60260695219,2.65996050835,-0.653976261616,-0.248365595937,2.75729680061,-0.0808863192797,0.00266760215163
283,9.930754933645867,28.0,8,move_forward,19.5755290985,9.89009284973,-0.94031983614,0.788068950176,0.192018434405,0.0418177582324,0.583375930786,2.31995844841,-0.489716172218,-0.608914494514,1.40768802166,-2.46078014374,0.0313547588885
284,9.933036200616685,28.0,8,move_forward,19.7905540466,9.86387634277,-1.0172444582,0.782411754131,0.272721916437,-0.0253994129598,0.559293806553,1.93554317951,-0.0222053043544,-0.778670430183,-0.149454176426,-1.48714840412,0.030312044546
285,9.910013018649037,28.0,8,move_forward,19.9727420807,9.87996292114,-1.07861912251,0.788944780827,0.265425205231,-0.0668142363429,0.55013781786,1.76756739616,0.325767308474,-0.415893793106,-0.786195158958,-0.0218866728246,0.0181426182389
286,9.935953986175006,28.0,8,move_forward,20.1474227905,9.92904663086,-1.09838855267,0.798958063126,0.226377978921,-0.0738588497043,0.552235364914,1.66108119488,0.639113366604,0.00903767161071,-0.673109710217,0.528044402599,0.0141065847129
287,9.858697542790791,28.0,8,move_forward,20.3119029999,10.0112438202,-1.08259761333,0.806325912476,0.188726007938,-0.067068323493,0.556527495384,1.56483125687,0.975581467152,0.270392894745,-0.471132993698,0.575276196003,0.0117852864787
288,9.883112507098406,28.0,8,move_forward,20.4624156952,10.1240787506,-1.04973852634,0.811071276665,0.158334255219,-0.0573981739581,0.56017780304,1.47697591782,1.30105912685,0.37376382947,-0.361241430044,0.51717954874,0.00959966890514
289,9.916878277605178,28.0,8,move_forward,20.6087875366,10.2727079391,-1.01058030128,0.814448416233,0.131699860096,-0.0475238263607,0.563089966774,1.39467012882,1.60680425167,0.382224529982,-0.301648586988,0.450913459063,0.00761374877766
290,9.919551973360578,29.0,8,move_forward,20.7472705841,10.4504022598,-0.973638236523,0.816811084747,0.10878148675,-0.0387390106916,0.565230548382,1.32239723206,1.86987173557,0.336392790079,-0.261530607939,0.387568622828,0.00596903590485
291,9.933083248076995,29.0,8,move_forward,20.8751335144,10.6463632584,-0.943654179573,0.818440139294,0.0893400683999,-0.0314031429589,0.566734373569,1.26247167587,2.08205318451,0.267396450043,-0.227772772312,0.333253324032,0.00468922080472
292,9.874712773571401,29.0,8,move_forward,21.0011978149,10.8680868149,-0.920389890671,0.819611608982,0.0719382464886,-0.0250157266855,0.567834377289,1.21110522747,2.25869894028,0.188897624612,-0.198952689767,0.282023578882,0.0036357101053
293,9.932424624186567,29.0,8,move_forward,21.1225280762,11.1058492661,-0.905018270016,0.820401728153,0.0570581369102,-0.0197418108582,0.568590939045,1.16955244541,2.39749932289,0.114043429494,-0.169218078256,0.234561756253,0.00279547506943
294,9.844143347000852,29.0,8,move_forward,21.2366657257,11.348575592,-0.896949410439,0.820903897285,0.0449106805027,-0.015583710745,0.569084405899,1.13754713535,2.50148034096,0.0510586351156,-0.142124146223,0.192894116044,0.00214254925959
295,9.901497392605812,29.0,8,move_forward,21.3513298035,11.6080646515,-0.894514679909,0.821231067181,0.0345682539046,-0.0121581144631,0.569418013096,1.1119004488,2.58259892464,-0.000909270369448,-0.116727463901,0.154824495316,0.00160787638742
296,9.923213052077715,29.0,8,move_forward,21.4636974335,11.874710083,-0.8966755867,0.821427345276,0.0262554064393,-0.00949116889387,0.569629371166,1.09239852428,2.64265084267,-0.039137262851,-0.0936745032668,0.121457926929,0.00118826376274
297,9.899207223962181,29.0,5,hover,21.570148468,12.1363267899,-0.906142950058,0.818072199821,-0.0361998789012,0.0736491531134,0.569230496883,1.03800582886,2.59450674057,-0.2810793221,-0.069006562233,2.59592485428,0.00204906775616
298,9.922321001906727,29.0,6,yaw_cw,21.6688041687,12.3860082626,-0.95226252079,0.802400887012,-0.096886664629,0.156583100557,0.567668616772,0.8845744133,2.2620882988,-0.583195209503,-0.0469916500151,1.39513230324,0.257886856794
299,9.934941979311995,29.0,6,yaw_cw,21.7464256287,12.5858411789,-1.02234756947,0.784494996071,-0.118645265698,0.190353915095,0.578149080276,0.678670883179,1.75765478611,-0.825232505798,-0.0410313718021,0.158170431852,0.482412487268
300,9.934283108916285,30.0,6,yaw_cw,21.806432724,12.7417201996,-1.10709166527,0.768651783466,-0.109002098441,0.183453157544,0.60302400589,0.515102922916,1.34043395519,-0.751242101192,-0.0894051417708,-0.495783478022,0.66908800602
301,9.873062428352513,30.0,6,yaw_cw,21.8521728516,12.8607759476,-1.16660189629,0.750931203365,-0.0879933238029,0.159717798233,0.634704470634,0.413374483585,1.07563889027,-0.443152427673,-0.150140926242,-0.708792746067,0.790543556213
302,9.914815357630829,30.0,6,yaw_cw,21.8897781372,12.9585561752,-1.19636154175,0.72772538662,-0.0647325962782,0.130172625184,0.670284032822,0.325991868973,0.846630275249,-0.154299885035,-0.198221415281,-0.691555202007,0.874432146549
303,9.822564969660919,30.0,6,yaw_cw,21.9190406799,13.0344705582,-1.20143461227,0.699164450169,-0.044756885618,0.102030940354,0.706226289272,0.249664604664,0.647126197815,0.0381504222751,-0.22086918354,-0.574313938618,0.930507183075
304,9.918754404468554,30.0,6,yaw_cw,21.9411315918,13.0917224884,-1.19161689281,0.665973484516,-0.0295146480203,0.0779850780964,0.741300582886,0.185733050108,0.481388956308,0.141734719276,-0.220078647137,-0.43723154068,0.968215465546
305,9.930943039727996,30.0,6,yaw_cw,21.9569683075,13.1328201294,-1.17513227463,0.630183339119,-0.0189472716302,0.0590755753219,0.773963928223,0.136218398809,0.354234009981,0.183909237385,-0.203719317913,-0.318618834019,0.993093132973
306,9.858952450573653,30.0,6,yaw_cw,21.9687709808,13.1636180878,-1.15572714806,0.590347468853,-0.0115220472217,0.0437795855105,0.805878698826,0.0971080884337,0.254553169012,0.192337810993,-0.178061708808,-0.221292465925,1.01058351994
307,9.856519777410137,30.0,6,yaw_cw,21.9771194458,13.1856327057,-1.13650417328,0.548046350479,-0.00667225942016,0.0320625789464,0.8358066082,0.0681226402521,0.180951103568,0.18260781467,-0.149141848087,-0.14866758883,1.02245700359
308,9.890197058622405,30.0,6,yaw_cw,21.9829406738,13.2012166977,-1.11873400211,0.503679633141,-0.00361312390305,0.0232275687158,0.86357074976,0.0471121966839,0.127531290054,0.165111169219,-0.120721623302,-0.0966315641999,1.0305107832
309,9.905636403999754,30.0,6,yaw_cw,21.9868392944,13.2118930817,-1.10333049297,0.458928287029,-0.00179730239324,0.0168202947825,0.888312339783,0.0325198769569,0.0901742354035,0.145998060703,-0.0956517234445,-0.0614097937942,1.03583216667
310,9.913573331253383,31.0,6,yaw_cw,21.9895801544,13.2196063995,-1.08942818642,0.411318778992,-0.00070295506157,0.0119436848909,0.91141307354,0.0219080597162,0.0626713261008,0.126804053783,-0.0734195038676,-0.0368289984763,1.03955924511
311,9.92990854445289,31.0,6,yaw_cw,21.9914150238,13.2249517441,-1.07740354538,0.362391591072,-0.000108255662781,0.00839881785214,0.931988120079,0.0145590379834,0.0432725735009,0.109308049083,-0.0550975576043,-0.0207981783897,1.04207110405
312,9.849668413834564,31.0,6,yaw_cw,21.9925956726,13.2285413742,-1.06733965874,0.313820749521,0.000176918925717,0.00591372372583,0.949463844299,0.00965819414705,0.030020551756,0.0943689495325,-0.0408799499273,-0.0109526980668,1.04372036457
313,9.905168545694139,31.0,5,hover,21.9933948517,13.2310876846,-1.05841112137,0.270222276449,0.000258856423898,0.00408544484526,0.962789297104,0.00623390870169,0.0204661022872,0.0810175314546,-0.0294351391494,-0.0051106903702,0.728295445442
314,9.92819269807605,31.0,5,hover,21.9939060211,13.2328166962,-1.05074727535,0.240650206804,0.000219643989112,0.00280331773683,0.970607817173,0.00396842136979,0.0138565767556,0.0695637464523,-0.0207784622908,-0.00252219312824,0.48740118742
315,9.915940480299584,31.0,5,hover,21.9942207336,13.2339553833,-1.04434216022,0.221211478114,0.000157604474225,0.00193276908249,0.975223958492,0.00252941600047,0.0094244396314,0.06008092314,-0.0146429939196,-0.00140685890801,0.330062091351
316,9.931107638395606,31.0,5,hover,21.994430542,13.2347450256,-1.03864943981,0.207670941949,0.000101308382,0.00130876945332,0.978197872639,0.00157132849563,0.00628920551389,0.0517656542361,-0.0101126572117,-0.000872215023264,0.220889374614
317,9.924880207285764,31.0,5,hover,21.994556427,13.2352590561,-1.03387355804,0.19880540669,6.130157999e-05,0.000890338676982,0.980038642883,0.000978070544079,0.00421641301364,0.0448986887932,-0.00700159138069,-0.000606504443567,0.149583652616
318,9.927769703798031,31.0,8,move_forward,21.9928283691,13.2363767624,-1.02824831009,0.19167983532,0.0993916988373,-0.0204846635461,0.976197004318,-0.0702724084258,0.0329156368971,0.0512481220067,-0.0414801500738,-2.57859134674,0.100982651114
319,9.926970812939627,31.0,8,move_forward,21.9742603302,13.2444667816,-1.02083027363,0.184936791658,0.187385454774,-0.0377784743905,0.963980197906,-0.326801002026,0.139100030065,0.119602896273,0.021349914372,-1.25095033646,0.068464525044
320,9.921264834101699,32.0,8,move_forward,21.9237041473,13.2656459808,-1.00057816505,0.181059271097,0.206055104733,-0.040224481374,0.960802197456,-0.669189870358,0.277308702469,0.28068780899,0.0358034595847,0.177374571562,0.0458937510848
321,9.915987365952377,32.0,8,move_forward,21.8374633789,13.3010339737,-0.965219914913,0.179655119777,0.184806182981,-0.0347040891647,0.96559125185,-1.020870924,0.415462225676,0.396773219109,0.0309006907046,0.568201422691,0.0305826794356
322,9.91788660756722,32.0,8,move_forward,21.7200946808,13.3484296799,-0.924141526222,0.179046660662,0.158984303474,-0.0287040583789,0.970485687256,-1.34571659565,0.539744138718,0.420610487461,0.0225452873856,0.565217673779,0.0205916333944
323,9.91371392239311,32.0,8,move_forward,21.567193985,13.4093446732,-0.882969617844,0.178741455078,0.133683845401,-0.0231989007443,0.974495768547,-1.6454628706,0.651624500751,0.37899595499,0.0136112831533,0.512426674366,0.0137048717588
324,9.871040926313807,32.0,8,move_forward,21.3915977478,13.4785041809,-0.849044322968,0.178596422076,0.111641481519,-0.0186532847583,0.977390170097,-1.89491379261,0.742618501186,0.303268939257,0.00726111233234,0.452196240425,0.00924075301737
325,9.921241366259816,32.0,8,move_forward,21.1870651245,13.5582828522,-0.822837531567,0.178534954786,0.0913488194346,-0.0147117935121,0.97957354784,-2.10822463036,0.818807125092,0.210008963943,0.0023886943236,0.395015716553,0.00616745278239
326,9.860134468005079,32.0,8,move_forward,20.9629325867,13.6449918747,-0.806262612343,0.178510680795,0.0737015008926,-0.0114526441321,0.981106996536,-2.2799346447,0.878919243813,0.1163886711,-0.00103799533099,0.337776094675,0.00412421347573
327,9.928263200626803,32.0,8,move_forward,20.7232170105,13.7371120453,-0.798823654652,0.178502067924,0.0585457719862,-0.00879266578704,0.982156872749,-2.41479349136,0.925239562988,0.0319389812648,-0.00307392189279,0.284781068563,0.0027641763445
328,9.929508910816082,32.0,8,move_forward,20.4789390564,13.8304767609,-0.79917216301,0.178496629,0.0461479760706,-0.00671508442611,0.982834815979,-2.51567053795,0.959263563156,-0.0361649505794,-0.00415323814377,0.236555755138,0.00187856226694
329,9.902058411772066,32.0,8,move_forward,20.2181434631,13.9297170639,-0.80575042963,0.178490281105,0.0355970859528,-0.00502286013216,0.983284711838,-2.59416222572,0.985265254974,-0.0898143202066,-0.00473226839676,0.191429063678,0.00126428785734
330,9.934283108916285,33.0,8,move_forward,19.9583854675,14.0282125473,-0.81656563282,0.178482785821,0.0273373089731,-0.00375370355323,0.983556032181,-2.65054821968,1.00360739231,-0.126023054123,-0.00462635466829,0.152214005589,0.000862101383973
331,9.92765221178403,33.0,8,move_forward,19.685754776,14.1313085556,-0.830688178539,0.178474366665,0.0206287261099,-0.0027656359598,0.983724415302,-2.69275426865,1.01708173752,-0.148492336273,-0.00429704645649,0.117486335337,0.000581586849876
332,9.937178083879436,33.0,7,move_left,19.4199237823,14.2337121964,-0.846850812435,0.178609892726,-0.087494365871,-0.0782447680831,0.976893603802,-2.6194255352,1.08269894123,-0.3020144701,-2.51989197731,2.39368057251,0.0371505022049
333,9.925890165230191,33.0,7,move_left,19.1757335663,14.3565092087,-0.9006767869,0.174711748958,-0.207621857524,-0.150211766362,0.950686812401,-2.10481762886,1.34775090218,-0.723732531071,-1.17801976204,1.51073861122,0.0564457885921
334,9.910200339767172,33.0,7,move_left,18.9918956757,14.5080461502,-0.977965176105,0.172957986593,-0.240479186177,-0.162388429046,0.941214799881,-1.53255045414,1.6052339077,-0.707155525684,0.191611662507,-0.0125374924392,0.0408264622092
335,9.938072807574565,33.0,7,move_left,18.8603744507,14.6755838394,-1.03341221809,0.173217475414,-0.221343517303,-0.146714761853,0.948407828808,-1.1435354948,1.77060091496,-0.392862081528,0.515240311623,-0.534480452538,0.0288228690624
336,9.93487138187503,33.0,7,move_left,18.7611370087,14.8635530472,-1.05584180355,0.173284798861,-0.189434960485,-0.127159699798,0.95807993412,-0.806199550629,1.91385173798,-0.0600822418928,0.511184334755,-0.608809232712,0.0215737633407
337,9.900492392233138,33.0,7,move_left,18.6968326569,15.0597686768,-1.04992079735,0.173149615526,-0.15854613483,-0.109282620251,0.965888023376,-0.495421230793,2.04978561401,0.160552963614,0.460906744003,-0.5582690835,0.0166978277266
338,9.93414193377245,33.0,7,move_left,18.661737442,15.2758169174,-1.02687776089,0.172979339957,-0.129941254854,-0.0924431458116,0.971929907799,-0.197556823492,2.18514752388,0.274158865213,0.411686480045,-0.481456547976,0.0128935799003
339,9.937154540694603,33.0,7,move_left,18.6551456451,15.4982271194,-0.997891008854,0.172831475735,-0.106037959456,-0.0777762755752,0.976133286953,0.0583530887961,2.30583333969,0.300630241632,0.363424748182,-0.406769126654,0.00999590940773
340,9.857654875472106,34.0,7,move_left,18.6728305817,15.739109993,-0.968287408352,0.172707512975,-0.0849683955312,-0.0642130076885,0.979198276997,0.281494826078,2.41451787949,0.273313611746,0.317041754723,-0.340405225754,0.00765928439796
341,9.8874226201421,34.0,7,move_left,18.7111434937,15.9901781082,-0.943136632442,0.172596797347,-0.0672518908978,-0.0523290298879,0.981299757957,0.463054150343,2.50543355942,0.217155411839,0.271866202354,-0.28148946166,0.00582622271031
342,9.935389119713472,34.0,7,move_left,18.7659893036,16.2496261597,-0.92432975769,0.172494590282,-0.0525231361389,-0.0421102233231,0.982707321644,0.606499612331,2.57895922661,0.151389524341,0.230622678995,-0.230662420392,0.00439210934564
343,9.897992462590235,34.0,7,move_left,18.8315925598,16.5078468323,-0.912455141544,0.172404050827,-0.0407260507345,-0.0336879119277,0.98360735178,0.714216113091,2.63525676727,0.0896725878119,0.191926270723,-0.187967941165,0.00330741540529
344,9.934353697992904,34.0,7,move_left,18.9089336395,16.7790260315,-0.906209886074,0.172320097685,-0.0308435149491,-0.0264710783958,0.984202086926,0.798304021358,2.67994260788,0.0346803553402,0.156416893005,-0.14987975359,0.00244188657962
345,9.909287216197699,34.0,5,hover,18.9904289246,17.043592453,-0.909014344215,0.174203976989,-0.00629488797858,0.0779545977712,0.98159891367,0.833500444889,2.61568593979,-0.213562771678,2.77442550659,-0.109750598669,0.0036654365249
346,9.906899842219136,34.0,5,hover,19.0718135834,17.2919406891,-0.959539175034,0.174157828093,0.0167331397533,0.178016766906,0.968348681927,0.742149412632,2.2088329792,-0.749779880047,1.41751480103,-0.0905490964651,0.00407336745411
