timestep,frequency,period,aIndex,aName,x,y,z,scalar,i,j,k,dXB,dYB,dZB,dRoll,dPitch,dYaw
1231,19.58170825649525,61.0,6,yaw_cw,12.7592668533,14.1123275757,-9.94613456726,-0.706773817539,0.0473288446665,0.0488292090595,0.704163730145,-0.0305212382227,1.76157343388,-0.333006531,-0.00328239239752,0.139699324965,0.316349208355
1232,19.678356783943173,61.0,6,yaw_cw,12.7577409744,14.200387001,-9.96331310272,-0.71374720335,0.0464266724885,0.0469500720501,0.697284221649,-0.0293414201587,1.69311523438,-0.332654714584,1.3847828086e-05,0.0922814756632,0.449208498001
1233,19.496058307303286,61.0,6,yaw_cw,12.756272316,14.2851257324,-9.97960186005,-0.722797751427,0.0451469868422,0.0444745309651,0.688147604465,-0.0282596163452,1.63076591492,-0.303311139345,0.0036953415256,0.0820945054293,0.557914555073
1234,19.482383980454,61.0,6,yaw_cw,12.754858017,14.3667821884,-9.99410629272,-0.733418703079,0.0440836362541,0.0420981533825,0.677038729191,-0.0272166877985,1.57195532322,-0.26504021883,0.00591520033777,0.0963863655925,0.646857917309
1235,19.550401327503753,61.0,6,yaw_cw,12.7534952164,14.4455051422,-10.0066270828,-0.745226264,0.0431198775768,0.039766728878,0.664226770401,-0.0262008141726,1.51554238796,-0.226296529174,0.00837438926101,0.0920059978962,0.719631373882
1236,19.731494244221878,61.0,6,yaw_cw,12.7521848679,14.5214004517,-10.0172367096,-0.757897913456,0.042186062783,0.0374359376729,0.649930477142,-0.0252037588507,1.46103072166,-0.190307185054,0.0115415882319,0.0846895426512,0.779174506664
1237,19.73186554700915,61.0,6,yaw_cw,12.7509250641,14.5945596695,-10.0261001587,-0.771160662174,0.0413004308939,0.0351572670043,0.634326040745,-0.0242248531431,1.40824997425,-0.157988145947,0.0146232703701,0.0813994929194,0.827892541885
1238,19.74812373463911,61.0,6,yaw_cw,12.7497138977,14.6650695801,-10.0334157944,-0.784789979458,0.0404512025416,0.0329482592642,0.617561936378,-0.0232685077935,1.35713875294,-0.129422366619,0.017361048609,0.0779509171844,0.867753624916
1239,19.622566655282597,61.0,6,yaw_cw,12.748550415,14.7330141068,-10.0393638611,-0.798601031303,0.0396186076105,0.0308065451682,0.599764704704,-0.0223391465843,1.30766260624,-0.104393459857,0.0199257731438,0.0737564861774,0.900367796421
1240,19.741338491878587,62.0,6,yaw_cw,12.7474327087,14.7984762192,-10.0441179276,-0.812440216541,0.0387951955199,0.028736654669,0.581042170525,-0.02144051902,1.25979602337,-0.0825845003128,0.0223917793483,0.0697846710682,0.927052736282
1241,19.745334714245363,62.0,6,yaw_cw,12.7463617325,14.861538887,-10.0478343964,-0.826181054115,0.0379766263068,0.0267432704568,0.561486840248,-0.0205760300159,1.21351575851,-0.063658207655,0.0247056689113,0.0659694448113,0.948886334896
1242,19.71470740305523,62.0,6,yaw_cw,12.7453937531,14.9187698364,-10.0505132675,-0.838929712772,0.0372065752745,0.0249382574111,0.542393565178,-0.0197959262878,1.17138254642,-0.0481908619404,0.0266992822289,0.0623571015894,0.965796172619
1243,19.49642080211219,62.0,6,yaw_cw,12.7444047928,14.9773988724,-10.0525999069,-0.852197229862,0.0363859608769,0.0230966601521,0.521442830563,-0.0190043225884,1.12810099125,-0.0339673794806,0.0285938940942,0.0585486628115,0.980586349964
1244,19.392935084150174,62.0,6,yaw_cw,12.7434549332,15.0338602066,-10.0540132523,-0.865107476711,0.0355614982545,0.0213339813054,0.499869346619,-0.0182520169765,1.08631587029,-0.0217640977353,0.030281284824,0.0548093989491,0.992688000202
1245,19.694896790067805,62.0,6,yaw_cw,12.7424907684,15.0913619995,-10.0548810959,-0.87832146883,0.0346836186945,0.0195531789213,0.476409703493,-0.0174983832985,1.04366242886,-0.0107819959521,0.0318427160382,0.0509144775569,1.00311255455
1246,19.74003774526184,62.0,6,yaw_cw,12.7416162491,15.1435928345,-10.0552015305,-0.890319108963,0.0338498093188,0.0179511513561,0.453722268343,-0.0168264638633,1.0048404932,-0.00201628357172,0.0331037715077,0.0473024472594,1.0111194849
1247,19.741988929472456,62.0,6,yaw_cw,12.7408227921,15.1909713745,-10.0551261902,-0.901145577431,0.0330612622201,0.0165130570531,0.431938588619,-0.0162282213569,0.969563245773,0.00498308474198,0.0341011695564,0.0439713932574,1.01732134819
1248,19.72091798592271,62.0,6,yaw_cw,12.7400102615,15.2394914627,-10.0547065735,-0.912121534348,0.0322201997042,0.0150576923043,0.408374190331,-0.0156271234155,0.933382749557,0.0112499082461,0.0349655561149,0.0405151881278,1.02274596691
1249,19.742360627341707,62.0,6,yaw_cw,12.7392272949,15.2861995697,-10.0539951324,-0.922526061535,0.0313767306507,0.0136753832921,0.384413927794,-0.0150594403967,0.898503303528,0.0164571590722,0.0356362164021,0.0371477417648,1.02718496323
1250,19.727503621620606,62.0,6,yaw_cw,12.7384729385,15.3311605453,-10.0530433655,-0.932335138321,0.0305320546031,0.0123642226681,0.36009195447,-0.0145226772875,0.864884376526,0.0207392945886,0.0361226536334,0.0338768437505,1.03081727028
1251,19.679649414204544,62.0,6,yaw_cw,12.7377462387,15.3744363785,-10.0518932343,-0.941528081894,0.0296874269843,0.0111221401021,0.335439801216,-0.0140141732991,0.832485735416,0.0242155324668,0.0364332571626,0.0307089574635,1.0337896347
1252,19.718414743077428,62.0,6,yaw_cw,12.7370433807,15.4160909653,-10.0505847931,-0.950087845325,0.0288440976292,0.00994698610157,0.310487002134,-0.0135312080383,0.801267743111,0.0269896835089,0.0365756228566,0.0276476796716,1.03622233868
1253,19.557329503595042,62.0,6,yaw_cw,12.736366272,15.4561843872,-10.0491504669,-0.957999825478,0.0280034393072,0.00883656833321,0.285261362791,-0.0130710909143,0.77119153738,0.0291551817209,0.0365627445281,0.0246993806213,1.03821337223
1254,19.598086124401913,62.0,6,yaw_cw,12.735710144,15.4947710037,-10.0476198196,-0.965251624584,0.0271667018533,0.00778865115717,0.259789347649,-0.0126312337816,0.742219030857,0.0307935699821,0.0364007093012,0.0218656677753,1.03984296322
1255,19.658526982817612,62.0,6,yaw_cw,12.7350759506,15.531908989,-10.0460166931,-0.971832871437,0.0263351816684,0.00680097937584,0.234096184373,-0.0122092161328,0.714312911034,0.031977917999,0.0361054614186,0.0191524624825,1.04117679596
1256,19.461863266423528,62.0,6,yaw_cw,12.7344646454,15.5676469803,-10.0443630219,-0.97773462534,0.0255100652575,0.00587130989879,0.208206102252,-0.0118028288707,0.687436938286,0.0327712967992,0.0356830731034,0.0165593102574,1.04226827621
1257,19.7384584976517,62.0,6,yaw_cw,12.7338724136,15.6020412445,-10.0426797867,-0.982949316502,0.0246925055981,0.00499741267413,0.18214276433,-0.0114101050422,0.661556005478,0.0332309007645,0.0351458117366,0.014089608565,1.04316174984
1258,19.36455260229828,62.0,6,yaw_cw,12.7332992554,15.6351413727,-10.040977478,-0.98747074604,0.0238835792989,0.00417707161978,0.155928477645,-0.0110293403268,0.636635541916,0.0334060229361,0.0345024466515,0.0117439739406,1.04389333725
1259,19.724905944319037,62.0,6,yaw_cw,12.7327451706,15.6669931412,-10.0392751694,-0.991293668747,0.023084262386,0.00340811163187,0.129585593939,-0.0106591088697,0.612642407417,0.0333411470056,0.0337635688484,0.00952273700386,1.04449248314
1260,19.565996631944284,63.0,6,yaw_cw,12.7322120667,15.6976461411,-10.0375804901,-0.994413793087,0.0222955215722,0.00268840324134,0.103135675192,-0.0102982409298,0.589544355869,0.03307345137,0.0329396910965,0.00742598203942,1.04498291016
1261,19.687316354214584,63.0,6,yaw_cw,12.7316961288,15.727142334,-10.0359039307,-0.996827661991,0.0215182173997,0.00201585749164,0.0766001939774,-0.00994592625648,0.567309856415,0.0326378718019,0.0320399515331,0.00545345712453,1.04538452625
1262,19.74886760648266,63.0,6,yaw_cw,12.7311983109,15.7555303574,-10.0342540741,-0.998532652855,0.0207531135529,0.00138846074697,0.0499999299645,-0.00960353482515,0.545909047127,0.0320632643998,0.0310737397522,0.0036002965644,1.04571354389
1263,19.741803085786366,63.0,6,yaw_cw,12.730717659,15.7828426361,-10.0326356888,-0.999526798725,0.0200009103864,0.000804219103884,0.023355551064,-0.00926707312465,0.525311648846,0.0313751399517,0.0300483629107,0.00187449366786,1.04598295689
1264,19.73539362057527,63.0,5,hover,12.7302532196,15.8091249466,-10.0310554504,-0.999813377857,0.019261714071,0.000297538732411,-0.00147840310819,-0.00893684476614,0.505489170551,0.03059563227,0.0289744976908,0.000268683594186,0.881760716438
1265,19.725276999191106,63.0,5,hover,12.7298316956,15.8329534531,-10.0296058655,-0.999611914158,0.0185810197145,-6.86375351506e-05,-0.0207574814558,-0.00863114185631,0.487515777349,0.029795717448,0.0279379077256,-0.000780699774623,0.730034172535
1266,19.73966613485441,63.0,5,hover,12.7293996811,15.8573436737,-10.0281105042,-0.999132335186,0.017878305167,-0.000365231506294,-0.0376145988703,-0.00831273104995,0.469118714333,0.0288922376931,0.0268474649638,-0.00164057314396,0.597324371338
1267,19.71980535508592,63.0,5,hover,12.7289838791,15.8808145523,-10.0266609192,-0.998529851437,0.0171991866082,-0.000587122573052,-0.0513999834657,-0.00800201203674,0.451416492462,0.0279478542507,0.0257866922766,-0.00227570347488,0.488739401102
1268,19.556052891698837,63.0,5,hover,12.7285833359,15.9033985138,-10.0252609253,-0.9978967309,0.0165446698666,-0.000750574399717,-0.0626725405455,-0.0076998854056,0.434383243322,0.0269740317017,0.0247628148645,-0.00273180147633,0.399893760681
1269,19.66940536484712,63.0,5,hover,12.7281980515,15.9251298904,-10.0239105225,-0.997285246849,0.0159148536623,-0.000868443225045,-0.0718902722001,-0.0074069602415,0.417993843555,0.0259825214744,0.0237793792039,-0.00305553758517,0.327199012041
1270,19.650145936500053,63.0,5,hover,12.7278270721,15.9460430145,-10.0226106644,-0.996722638607,0.0153093468398,-0.000950850895606,-0.0794281363487,-0.00712357508019,0.402223914862,0.0249818898737,0.0228379294276,-0.00327706290409,0.26771914959
1271,19.677064323479875,63.0,5,hover,12.7274703979,15.9661664963,-10.0213623047,-0.996220886707,0.0147274229676,-0.00100573070813,-0.085592508316,-0.00684988452122,0.38705021143,0.0239805039018,0.0219381954521,-0.00341819017194,0.219051882625
1272,19.488992351798675,63.0,5,hover,12.7271289825,15.9855318069,-10.0201654434,-0.995782971382,0.0141682540998,-0.001039314433,-0.0906340554357,-0.00658590020612,0.372450172901,0.0229847617447,0.0210791174322,-0.00349732767791,0.179231643677
1273,19.302882336427523,63.0,5,hover,12.7267999649,16.0041675568,-10.0190191269,-0.995406508446,0.0136309573427,-0.00105649465695,-0.0947575941682,-0.00633153878152,0.358402103186,0.0220006033778,0.0202582161874,-0.00352942757308,0.146650150418
1274,19.64802878129216,63.0,5,hover,12.726483345,16.0220985413,-10.0179224014,-0.995086610317,0.0131146088243,-0.00106110726483,-0.0981304273009,-0.00608664192259,0.344885140657,0.0210323706269,0.0194721408188,-0.00352567527443,0.119991473854
1275,19.61329904138415,63.0,5,hover,12.7261772156,16.0393562317,-10.0168743134,-0.994817018509,0.012618329376,-0.00105616066139,-0.100889414549,-0.00585099542513,0.331879168749,0.0200838278979,0.0187207981944,-0.00349476141855,0.0981789752841
1276,19.7603116946749,63.0,5,hover,12.7258853912,16.0559597015,-10.0158729553,-0.994591534138,0.0121412649751,-0.00104400527198,-0.103146359324,-0.00562435295433,0.319364845753,0.0191577337682,0.0180007833987,-0.00344303646125,0.0803316757083
1277,19.752308742847724,63.0,5,hover,12.725605011,16.071937561,-10.0149173737,-0.994403839111,0.0116826007143,-0.00102648348548,-0.104992695153,-0.00540644768625,0.307323366404,0.01825546287,0.017311193049,-0.00337663386017,0.0657287463546
1278,19.74979752509747,63.0,5,hover,12.7253332138,16.0873146057,-10.014008522,-0.994248270988,0.0112415654585,-0.00100503384601,-0.106503263116,-0.00519699556753,0.29573699832,0.0173792131245,0.0166497342288,-0.00329948449507,0.0537804141641
1279,19.615775664919116,63.0,5,hover,12.7250738144,16.1021060944,-10.0131444931,-0.994119882584,0.0108174271882,-0.000980780576356,-0.107739135623,-0.00499570835382,0.284588575363,0.0165321007371,0.0160151701421,-0.0032144873403,0.0440041199327
1280,19.73446505784875,64.0,5,hover,12.7248249054,16.1163406372,-10.0123214722,-0.994014203548,0.0104094957933,-0.00095458800206,-0.10875031352,-0.00480229500681,0.273861378431,0.0157150216401,0.0154065648094,-0.00312460958958,0.0360049977899
1281,19.75295990355,64.0,5,hover,12.7245817184,16.1300430298,-10.0115413666,-0.993927359581,0.0100171053782,-0.000927136745304,-0.109577566385,-0.00461646541953,0.263539433479,0.0149277290329,0.0148216355592,-0.00303162052296,0.0294599849731
1282,19.567365828170487,64.0,5,hover,12.7243537903,16.1432266235,-10.010799408,-0.99385625124,0.00963963661343,-0.000898948404938,-0.11025441438,-0.00443793414161,0.253607422113,0.0141712930053,0.0142599474639,-0.00293704471551,0.0241047590971
1283,19.63395669982446,64.0,5,hover,12.7241296768,16.155916214,-10.0100955963,-0.993798136711,0.00927650369704,-0.000870424788445,-0.110808350146,-0.0042664189823,0.244050547481,0.0134449005127,0.013720757328,-0.00284171570092,0.019723020494
1284,19.644163848740597,64.0,5,hover,12.7239189148,16.1681270599,-10.0094280243,-0.993750751019,0.00892713200301,-0.00084187486209,-0.111261598766,-0.00410164752975,0.234854638577,0.0127487145364,0.0132017508149,-0.00274678552523,0.0161378085613
1285,19.72370011238967,64.0,5,hover,12.7237224579,16.1791973114,-10.0088310242,-0.993714213371,0.00861039757729,-0.000815188104752,-0.111612670124,-0.0039524929598,0.226517125964,0.0121203968301,0.0127313174307,-0.00265872571617,0.0133610852063
1286,19.711649896843262,64.0,5,hover,12.7235279083,16.190530777,-10.0082292557,-0.993682384491,0.00828622467816,-0.000787199474871,-0.111919671297,-0.00380006618798,0.217983305454,0.0114812878892,0.0122506693006,-0.00256648124196,0.0109323691577
1287,19.744498161738747,64.0,5,hover,12.7233333588,16.2014369965,-10.0076599121,-0.993656635284,0.00797431264073,-0.000759712944273,-0.112170949578,-0.00365362875164,0.209771648049,0.0108710806817,0.0117888348177,-0.00247592385858,0.0089451437816
1288,19.602391000565504,64.0,8,move_forward,12.7232160568,16.2119560242,-10.0065546036,-0.992889404297,0.00325301545672,0.0384897626936,-0.112599648535,0.00423780223355,0.203930497169,0.0284642539918,0.00959208793938,-3.24358320236,0.0074687381275
1289,19.59964298898593,64.0,8,move_forward,12.724905014,16.2224960327,-10.0053119659,-0.98915874958,-0.00347060826607,0.093961276114,-0.112801961601,0.0711809247732,0.211591586471,0.0244520362467,0.0181760191917,-1.20284485817,0.00626304419711
1290,19.06657817457792,64.0,8,move_forward,12.730966568,16.233663559,-10.0037260056,-0.988677322865,-0.004458848387,0.0986631959677,-0.112973317504,0.166971579194,0.226598754525,0.0390197485685,0.0245447736233,-0.0588016882539,0.00513490615413
1291,19.582256791898743,64.0,8,move_forward,12.7427349091,16.24634552,-10.0011329651,-0.988741457462,-0.00466929189861,0.0978249981999,-0.113132327795,0.26886716485,0.243113622069,0.0571082793176,0.018653864041,0.219922274351,0.00414964277297
1292,19.651526935727205,64.0,8,move_forward,12.7588472366,16.2591362,-9.99783420563,-0.989007055759,-0.00459241308272,0.0949470624328,-0.113265566528,0.362555623055,0.258413821459,0.0717559233308,0.0109897572547,0.134486794472,0.00338923488744
1293,19.66405685941734,64.0,8,move_forward,12.7796726227,16.2726993561,-9.99386024475,-0.989331901073,-0.00443524867296,0.0913623645902,-0.113383427262,0.453658729792,0.273338466883,0.083407483995,0.0070815095678,0.103941142559,0.00276661943644
1294,19.59607172558144,64.0,8,move_forward,12.8050756454,16.2870101929,-9.98937416077,-0.989610016346,-0.00430342042819,0.0881780683994,-0.113481938839,0.542049467564,0.287838339806,0.0920735895634,0.00769177870825,0.124663703144,0.00225853174925
1295,19.400649416727568,64.0,8,move_forward,12.8349132538,16.3020496368,-9.9845161438,-0.989864349365,-0.0041686645709,0.0851716175675,-0.113564774394,0.627678394318,0.30189794302,0.0981084927917,0.00890565291047,0.121736109257,0.00184362416621
1296,19.617060086338743,64.0,8,move_forward,12.8690500259,16.3177947998,-9.97940731049,-0.990109086037,-0.00402459967881,0.0821875333786,-0.113635979593,0.710585653782,0.315523266792,0.101922892034,0.00867689587176,0.112674765289,0.00150442542508
1297,19.712391023381507,64.0,8,move_forward,12.9073476791,16.3342247009,-9.974152565,-0.990337908268,-0.00388769595884,0.0793003365397,-0.113697722554,0.790801882744,0.328715205193,0.103828690946,0.00771346502006,0.109724596143,0.00122709583957
1298,19.55021907336627,64.0,8,move_forward,12.9496679306,16.351316452,-9.96884059906,-0.990550637245,-0.00375897716731,0.0765237882733,-0.113751336932,0.868354678154,0.34147426486,0.10410734266,0.00708728749305,0.106992788613,0.00100044254214
1299,19.414388935433553,64.0,8,move_forward,12.9958772659,16.3690490723,-9.96355438232,-0.990749716759,-0.0036329284776,0.0738366767764,-0.11379801482,0.943285286427,0.353805422783,0.103026703,0.00691547989845,0.103121683002,0.000815256498754
1300,19.737065253706902,65.0,8,move_forward,13.0458402634,16.3873996735,-9.95835208893,-0.990935862064,-0.00350877130404,0.0712366625667,-0.113838687539,1.0156416893,0.365715652704,0.100821912289,0.00680494494736,0.0995591729879,0.000663996092044
1301,19.722030742320296,65.0,8,move_forward,13.0994319916,16.4063472748,-9.95328617096,-0.991109490395,-0.0033880546689,0.0687249600887,-0.113874360919,1.0854767561,0.377212285995,0.0976953953505,0.00655397959054,0.0963047593832,0.000540447537787
1302,19.739294538438006,65.0,8,move_forward,13.1565198898,16.4258670807,-9.94839859009,-0.991271615028,-0.00327148218639,0.0662982016802,-0.113905772567,1.15284729004,0.388303607702,0.0938245877624,0.00624199630693,0.0930646657944,0.000439547846327
1303,19.20530419931042,65.0,8,move_forward,13.2169828415,16.4459381104,-9.94372463226,-0.991422772408,-0.0031588205602,0.0639534220099,-0.113933511078,1.21781361103,0.398998528719,0.0893664881587,0.00597883667797,0.0898900926113,0.000357170123607
1304,19.64830490609878,65.0,8,move_forward,13.2806968689,16.4665527344,-9.93929004669,-0.991564154625,-0.00304932077415,0.0616842322052,-0.113958135247,1.28043544292,0.409306287766,0.0844543725252,0.00574274128303,0.086224347353,0.000289929303108
1305,19.154696990455314,65.0,8,move_forward,13.3475475311,16.4876823425,-9.93511390686,-0.991695344448,-0.00294404057786,0.0595006421208,-0.113980077207,1.3407818079,0.419237881899,0.0792177245021,0.00557624502108,0.0840556547046,0.00023508790764
1306,19.60385692184732,65.0,8,move_forward,13.4174184799,16.5093097687,-9.93120765686,-0.991817951202,-0.00284169637598,0.0573868006468,-0.113999776542,1.39891386032,0.428802907467,0.0737447738647,0.00535537861288,0.0804939493537,0.000190354694496
1307,19.54174800706322,65.0,8,move_forward,13.4901981354,16.5314159393,-9.92759227753,-0.991932094097,-0.00274298596196,0.0553470477462,-0.114017352462,1.45489859581,0.438015550375,0.0681335031986,0.00514575373381,0.07778532058,0.000153884611791
1308,19.69434192609288,65.0,8,move_forward,13.565779686,16.553981781,-9.92426109314,-0.992038369179,-0.00264782714657,0.0533804297447,-0.114033192396,1.50879752636,0.446882426739,0.0625089555979,0.00496338075027,0.0751851052046,0.000124179176055
1309,19.637725672335005,65.0,8,move_forward,13.6440591812,16.5769901276,-9.92121601105,-0.99213719368,-0.00255593028851,0.0514824278653,-0.114047460258,1.56068480015,0.455415189266,0.0568613149226,0.00479340692982,0.0725218430161,0.000100000463135
1310,19.73873717004485,65.0,8,move_forward,13.7249364853,16.6004276276,-9.91845989227,-0.992229342461,-0.00246724952012,0.0496509820223,-0.114060394466,1.61062550545,0.463624596596,0.0512487702072,0.00462493812665,0.069960989058,8.03300717962e-05
1311,19.656131668728676,65.0,8,move_forward,13.8083105087,16.6242752075,-9.91598796844,-0.992314815521,-0.00238199485466,0.0478871390224,-0.114072151482,1.65868473053,0.471521437168,0.0457274504006,0.00448840484023,0.0678653344512,6.43366511213e-05
1312,19.73595080015622,65.0,8,move_forward,13.8940906525,16.6485176086,-9.91379928589,-0.992394566536,-0.00229963473976,0.0461838841438,-0.114082828164,1.70492374897,0.479115784168,0.0403396449983,0.00433045020327,0.0653211399913,5.13502345711e-05
1313,19.75826381070374,65.0,8,move_forward,13.9821825027,16.6731395721,-9.91187477112,-0.992468655109,-0.00222025508992,0.0445404462516,-0.114092551172,1.74940574169,0.486418068409,0.0351149961352,0.0041688401252,0.0629512891173,4.08075211453e-05
1314,19.60120010094307,65.0,8,move_forward,14.0724983215,16.6981277466,-9.91021347046,-0.992537677288,-0.00214390223846,0.0429564230144,-0.114101484418,1.79219186306,0.493438512087,0.0300704035908,0.00401890883222,0.0607258491218,3.22745872836e-05
1315,19.732979539220807,65.0,8,move_forward,14.1649551392,16.7234649658,-9.90880489349,-0.992601752281,-0.00207041576505,0.0414296872914,-0.114109650254,1.8333414793,0.500187039375,0.0252293013036,0.00387975224294,0.0585345588624,2.53655070992e-05
1316,19.722401689025567,65.0,8,move_forward,14.2594709396,16.7491397858,-9.90763759613,-0.992661356926,-0.00199966225773,0.0399581603706,-0.114117130637,1.87291300297,0.506673455238,0.020607015118,0.00374539080076,0.0564055070281,1.97872395802e-05
1317,19.658434844557764,65.0,8,move_forward,14.3559656143,16.775138855,-9.90670013428,-0.992716789246,-0.0019315907266,0.0385401956737,-0.114124022424,1.91096377373,0.512907087803,0.0162132382393,0.00361343915574,0.0543538369238,1.52948086907e-05
1318,19.72592637881004,65.0,8,move_forward,14.4485235214,16.7998943329,-9.90601634979,-0.992765367031,-0.00186991074588,0.0372526235878,-0.114130020142,1.94543635845,0.51855134964,0.0122925089672,0.00347970589064,0.0523520112038,1.18741254482e-05
1319,19.746543193020944,65.0,8,move_forward,14.5486459732,16.8264884949,-9.90549087524,-0.992813467979,-0.00180678186007,0.0359326973557,-0.114135891199,1.98069107533,0.524320483208,0.00835709646344,0.00336015946232,0.0504986643791,8.9395643954e-06
1320,19.728709918673182,66.0,8,move_forward,14.6505317688,16.8533744812,-9.90515995026,-0.992858171463,-0.0017461294774,0.0346624143422,-0.114141300321,2.01458287239,0.529863417149,0.00465900218114,0.0032401541248,0.0485890135169,6.59270608594e-06
1321,19.58499992995858,66.0,8,move_forward,14.7541122437,16.8805389404,-9.90501213074,-0.992899596691,-0.00168782076798,0.0334389023483,-0.114146307111,2.04716253281,0.535188436508,0.00120151694864,0.00312359351665,0.0467782244086,4.72502597404e-06
1322,19.730658864040493,66.0,8,move_forward,14.8593215942,16.9079647064,-9.90503406525,-0.992938101292,-0.00163181172684,0.0322609394789,-0.114150978625,2.07847929001,0.540303826332,-0.00201910501346,0.00301212491468,0.0450578667223,3.24133156937e-06
1323,19.314526750108215,66.0,8,move_forward,14.9660959244,16.9356460571,-9.90521335602,-0.992973923683,-0.00157808721997,0.0311279334128,-0.11415528506,2.10858154297,0.545217871666,-0.0050071333535,0.00292000104673,0.0435394383967,2.06550726034e-06
1324,19.093397914172428,66.0,8,move_forward,15.0743761063,16.9635734558,-9.90554141998,-0.993007183075,-0.00152629741933,0.0300351884216,-0.114159196615,2.13751411438,0.549937963486,-0.00777203589678,0.00280273822136,0.0417179986835,1.1488657492e-06
1325,19.593142430046246,66.0,8,move_forward,15.1906023026,16.9933986664,-9.90603542328,-0.99303984642,-0.0014737569727,0.0289234314114,-0.114163085818,2.16692280769,0.554732561111,-0.0104602864012,0.00269922520965,0.0401782058179,4.05245685897e-07
1326,19.6620288768048,66.0,8,move_forward,15.3017997742,17.0218029022,-9.9066286087,-0.99306833744,-0.00142625172157,0.0279149170965,-0.114166483283,2.19358563423,0.559076428413,-0.0127822095528,0.00260217208415,0.0386729054153,-1.36586194799e-07
1327,19.69776408541654,66.0,8,move_forward,15.4143304825,17.0504245758,-9.90733528137,-0.993094861507,-0.00138058094308,0.0269435737282,-0.11416964978,2.21920967102,0.563248336315,-0.0148998610675,0.00251163775101,0.0372292920947,-5.42715667962e-07
1328,19.56636173220192,66.0,8,move_forward,15.5281419754,17.079252243,-9.90814495087,-0.99311953783,-0.00133672158699,0.0260088667274,-0.114172592759,2.24383568764,0.567254960537,-0.0168235786259,0.00242317887023,0.035836275667,-8.45545059747e-07
1329,19.69434192609288,66.0,8,move_forward,15.6431846619,17.1082801819,-9.90904712677,-0.993142366409,-0.00129462219775,0.0251094419509,-0.114175342023,2.26750087738,0.571102619171,-0.0185629613698,0.0023353388533,0.0344802550972,-1.05584285848e-06
1330,19.663780291700462,66.0,8,move_forward,15.7594099045,17.1375026703,-9.91003417969,-0.993163704872,-0.0012542224722,0.0242440942675,-0.114177905023,2.29024195671,0.574797749519,-0.0201259441674,0.00225005391985,0.0331723093987,-1.19807589272e-06
1331,19.72676135829179,66.0,8,move_forward,15.8767719269,17.1669101715,-9.91109752655,-0.993183374405,-0.00121544417925,0.0234116278589,-0.114180251956,2.31209564209,0.578346014023,-0.0215212274343,0.00216850591823,0.0319124944508,-1.30508624352e-06
1332,19.745985415205283,66.0,8,move_forward,15.9882307053,17.1947479248,-9.91215896606,-0.993200719357,-0.00118038267829,0.0226569287479,-0.114182330668,2.33188247681,0.581556499004,-0.0226882565767,0.00208952534012,0.0307226590812,-1.3528974705e-06
1333,19.47795073745217,66.0,8,move_forward,16.1076755524,17.2244911194,-9.91334533691,-0.99321782589,-0.00114457728341,0.0218845643103,-0.114184379578,2.35210871696,0.58483594656,-0.0237833783031,0.00201498810202,0.0295747518539,-1.37411439027e-06
1334,19.572022529059595,66.0,8,move_forward,16.2281303406,17.2543983459,-9.91458320618,-0.99323374033,-0.00111023837235,0.0211420580745,-0.114186324179,2.37154388428,0.587984800339,-0.0247379522771,0.00194103631657,0.0284273549914,-1.36597645906e-06
1335,19.675125951083132,66.0,8,move_forward,16.3495597839,17.2844638824,-9.91586589813,-0.993248522282,-0.00107730261516,0.0204279068857,-0.114188089967,2.39021873474,0.59100818634,-0.0255592316389,0.00187009735964,0.0273340921849,-1.33664138957e-06
1336,19.71730239467474,66.0,8,move_forward,16.4719200134,17.3146800995,-9.91718769073,-0.99326223135,-0.00104571157135,0.0197412185371,-0.11418979615,2.40816259384,0.593911230564,-0.026256358251,0.00180108041968,0.0262902509421,-1.30071805415e-06
1337,19.197480799333583,66.0,8,move_forward,16.5951786041,17.345041275,-9.91854190826,-0.993275046349,-0.00101541890763,0.0190808959305,-0.11419133842,2.42540454865,0.596698522568,-0.0268372111022,0.00173605408054,0.0252835713327,-1.28196131755e-06
1338,19.716560898791897,66.0,8,move_forward,16.7266292572,17.3773403168,-9.92000579834,-0.993287563324,-0.000984685611911,0.0184094533324,-0.11419287324,2.44292497635,0.599528849125,-0.0273351650685,0.00167130026966,0.0242852456868,-1.24354085074e-06
1339,19.553409011444955,66.0,8,move_forward,16.8516273499,17.4079818726,-9.92140960693,-0.993298530579,-0.000956895994022,0.0178006105125,-0.114194251597,2.45880508423,0.602092146873,-0.0277023166418,0.00160906708334,0.023339541629,-1.19950834687e-06
1340,19.75677470713199,67.0,8,move_forward,16.9774188995,17.4387531281,-9.92283058167,-0.993308782578,-0.00093024520902,0.0172149911523,-0.114195495844,2.47406339645,0.604553222656,-0.0279761943966,0.00154988653958,0.0224492419511,-1.13527539725e-06
1341,19.739201641519912,67.0,8,move_forward,17.0965061188,17.4678249359,-9.92417526245,-0.99331766367,-0.000906160974409,0.016684435308,-0.114196553826,2.48787760735,0.606779575348,-0.0281560402364,0.00149474979844,0.021612867713,-1.0622377431e-06
1342,19.71127935447184,67.0,8,move_forward,17.2237510681,17.4988288879,-9.92561817169,-0.993326544762,-0.000881574465893,0.0161417331547,-0.114197678864,2.50199651718,0.609053492546,-0.0282715056092,0.00143989920616,0.0207886435091,-1.02075364339e-06
